D:\MySQL\MySQL Server 5.0\bin\mysqld-nt, Version: 5.0.45-community-nt-log (MySQL Community Edition (GPL)). started with:
TCP Port: 3306, Named Pipe: (null)
Time                 Id Command    Argument
090720 14:38:00	      1 Connect     admin@localhost on jamwiki
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:cite journal' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:cite book' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:main' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:cite web' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:iep' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:verify credibility' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:sep entry' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:details' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:ndash' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:further' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:cite journal' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:pdflink' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:main' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:cite web' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:ndash' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:page number' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:cite journal' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:pdflink' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:cite web' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:fr icon' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:see also' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:reflist' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:anarchism portal' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:oclc' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:sisterlinks' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:ndash' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:political ideologies' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:link fa' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:pp-move-indef' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and lower(jam_topic.topic_name) = 'template:anarchism sidebar' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'political philosophy' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchist schools of thought' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'The Oxford Companion to Philosophy' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'family resemblance' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'far left' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchist economics' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchist law' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarcho-communism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'collectivist anarchism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarcho-syndicalism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'participatory economics' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'individualist anarchism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'free-market anarchism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'private property' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'mutualism (economic theory)' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarcho-capitalism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'agorism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Panarchism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchists without adjectives' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchist schools of thought' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'individualism' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'collectivism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'social movement' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'philosophical anarchism' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'coercion' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'anarchy' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
		      3 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'Greek language' order by jam_topic.delete_date
		      2 Query       commit
		      2 Query       SET autocommit=1
		      3 Query       SET autocommit=0
		      2 Query       select jam_topic.*, jam_topic_version.version_content, jam_topic_version.version_content_clean, jam_topic_version.version_content_short from jam_topic, jam_topic_version where jam_topic.current_version_id = jam_topic_version.topic_version_id and jam_topic.virtual_wiki_id = 1 and jam_topic.topic_name = 'stem (linguistics)' order by jam_topic.delete_date
		      3 Query       commit
		      3 Query       SET autocommit=1
		      2 Query       SET autocommit=0
